H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Home_W_Pct_10,Away_W_Pct_10,H_Team_Elo_Before,A_Team_Elo_Before
0.667,0.486,0.298,0.796,41.7,27.8,15.9,9.9,5.5,2.3,109.1,106.8,0.576,0.0,0.422,0.275,0.725,40.9,22.8,12.8,9.3,6.7,-6.9,96.5,103.2,0.501,1,0.4,0.0,1537.7122197134286,1459.3129094616477
0.5,0.454,0.388,0.809,50.9,24.1,16.4,7.2,5.6,2.8,111.7,108.3,0.553,0.5,0.413,0.303,0.684,47.7,24.3,13.3,6.3,5.0,-5.8,102.7,108.3,0.49,1,0.2,0.3,1498.7020203996929,1495.3323277269428
0.833,0.433,0.306,0.734,45.5,19.4,13.0,10.8,4.9,12.1,103.9,91.6,0.521,0.667,0.455,0.336,0.741,49.3,22.4,13.9,8.9,4.9,7.8,104.7,96.5,0.522,1,0.4,0.4,1549.130199238641,1536.3982994638636
0.8,0.428,0.326,0.763,47.8,24.4,12.0,7.9,6.4,6.4,105.6,99.6,0.528,0.5,0.473,0.406,0.748,40.2,26.4,15.1,9.5,6.6,-1.8,108.0,110.2,0.557,1,0.3,0.2,1516.5772565678924,1489.6921905729
0.833,0.439,0.318,0.68,47.0,19.3,16.6,9.4,5.0,3.6,101.1,97.4,0.51,0.4,0.428,0.37,0.679,47.0,22.3,15.3,7.0,6.4,0.4,101.6,101.4,0.51,1,0.4,0.1,1520.2475769380774,1484.100262525273
0.375,0.442,0.331,0.767,43.2,23.0,15.6,6.9,3.9,-5.1,104.4,110.6,0.533,0.0,0.431,0.282,0.733,41.2,23.2,13.8,9.1,5.9,-7.3,97.8,104.7,0.511,1,0.2,0.0,1475.227445524016,1453.4587987501602
0.429,0.398,0.339,0.764,45.3,19.6,16.5,8.8,5.6,-6.0,98.4,104.7,0.501,0.5,0.424,0.338,0.776,49.2,18.0,17.2,7.1,4.5,0.3,102.4,102.6,0.524,1,0.2,0.2,1465.8934808769466,1504.6730861309468
0.571,0.453,0.385,0.818,40.5,21.0,14.6,7.7,4.9,-1.0,105.6,106.8,0.565,0.286,0.434,0.289,0.751,45.1,16.9,15.0,8.4,2.8,-7.1,99.1,106.2,0.514,1,0.3,0.2,1501.4013187266653,1476.762013310978
1.0,0.453,0.385,0.79,45.1,23.1,13.0,8.1,4.5,8.9,113.5,104.7,0.573,0.667,0.469,0.34,0.667,44.4,27.0,16.8,12.2,4.9,10.4,105.9,95.6,0.552,0,0.5,0.3,1529.655610338804,1529.2138845173045
0.333,0.431,0.307,0.811,45.4,20.7,16.4,9.8,3.8,-3.9,101.6,105.7,0.532,0.2,0.453,0.376,0.745,45.6,21.2,16.7,7.8,5.7,1.3,107.6,104.8,0.545,1,0.2,0.1,1480.4080811115523,1495.5787602009273
0.571,0.458,0.316,0.827,43.6,19.9,17.4,9.3,4.7,1.8,107.5,106.5,0.553,0.167,0.409,0.315,0.827,42.9,18.0,13.6,8.2,3.7,-5.6,97.4,102.9,0.508,0,0.3,0.1,1512.592423954992,1475.2814544489345
0.833,0.438,0.335,0.785,46.7,25.2,11.9,8.5,6.0,9.0,107.7,99.0,0.544,0.625,0.456,0.402,0.734,44.0,20.1,14.0,7.5,6.0,4.4,107.7,102.7,0.556,1,0.4,0.5,1529.1046136238792,1534.3870325149887
0.167,0.438,0.294,0.784,43.7,18.6,17.1,9.0,4.4,-7.0,101.0,107.3,0.516,0.5,0.487,0.383,0.739,40.7,28.1,12.8,6.7,5.9,-1.7,111.1,112.8,0.578,1,0.1,0.2,1471.5748872063837,1492.842058411347
0.714,0.474,0.346,0.672,45.4,26.4,17.2,10.6,4.8,9.5,107.0,97.4,0.559,0.571,0.457,0.359,0.809,51.9,24.6,15.4,7.2,5.4,7.2,112.4,104.8,0.552,1,0.4,0.3,1536.788409906704,1516.8658638606928
0.429,0.466,0.38,0.747,41.7,25.8,15.4,9.3,6.2,-4.6,106.3,111.3,0.548,0.0,0.422,0.34,0.724,42.3,21.3,17.7,7.0,6.1,-14.0,93.5,107.5,0.506,1,0.2,0.0,1477.1648335169132,1434.6850411055111
0.429,0.41,0.303,0.691,46.7,25.0,13.7,6.3,5.2,-9.8,99.8,109.5,0.486,0.167,0.448,0.388,0.739,44.4,20.8,16.7,8.3,5.2,-0.5,107.3,106.3,0.542,0,0.3,0.1,1477.1684842659429,1487.23986696053
0.857,0.439,0.319,0.694,47.5,20.2,17.0,9.3,5.1,4.8,101.7,96.6,0.512,0.667,0.446,0.262,0.801,47.4,18.0,12.9,9.3,4.2,5.6,106.5,101.4,0.528,0,0.5,0.3,1528.234964890164,1507.4345457701677
0.25,0.442,0.294,0.765,44.5,17.0,15.1,8.6,2.7,-6.6,101.4,107.9,0.524,0.571,0.443,0.336,0.732,48.1,21.3,13.5,8.3,4.5,1.9,101.9,99.9,0.511,1,0.2,0.4,1472.7223295537692,1518.9513468477996
0.333,0.458,0.359,0.734,41.3,21.9,13.3,7.1,5.5,-7.9,105.9,114.6,0.54,0.429,0.446,0.315,0.824,44.8,20.4,16.9,9.1,3.9,-2.1,103.4,105.8,0.551,1,0.2,0.3,1488.1637364783694,1488.7469743519498
0.714,0.443,0.403,0.871,47.4,21.9,12.9,8.1,6.2,5.8,109.1,102.7,0.552,0.571,0.472,0.378,0.741,42.7,24.9,17.8,7.7,4.4,1.0,111.1,109.6,0.585,0,0.3,0.4,1498.7068031850756,1523.5051535784644
0.714,0.488,0.324,0.799,41.1,28.8,15.7,10.4,5.3,3.3,109.7,106.7,0.58,0.286,0.425,0.327,0.832,42.5,19.1,13.4,8.7,3.8,-3.1,100.3,103.4,0.523,1,0.5,0.2,1543.5663304249158,1490.8353590943857
